language,repo_name,pr_number,story_points,pre_coding_title,pre_coding_description,pre_coding_desc_length,pre_coding_subtasks,pre_coding_author_tenure_days,pre_coding_discussion_participants,is_ai_assisted,post_coding_churn,post_coding_cyclomatic_proxy,post_coding_test_coverage_ratio,ai_mentions,ai_generation_ratio,ai_speed_proxy
typescript,ant-design-pro,11714,1,chore: group dependabot updates and ignore patch version bumps,## Summary - 将所有依赖更新合并为一个 grouped PR，避免每个依赖单独提一个 PR - 忽略 semver-patch 版本更新（`^` 版本已自动兼容，无需提示） - 检查频率从 daily 改为 weekly，减少噪音 ## Test plan - [ ] 合并后观察下一次 Dependabot 检查是否只产生一个 grouped PR - [ ] 确认 patch 版本更新不再生成单独的 PR 🤖 Generated with [Claude Code](https://claude.com/claude-code) <!-- This is an auto-generated comment: release notes by coderabbit.ai --> ## Summary by CodeRabbit ## 发布说明 * **配置更新** * 添加规则：忽略所有依赖的补丁版本自动更新（semver-patch）。 * 统一依赖分组：将所有匹配项归为同一分组，便于集中管理和审查。 <!-- end of auto-generated comment: release notes by coderabbit.ai -->,544,2,5625,4,1,16,0,0.0,2,1.12,5.0
typescript,ant-design-pro,11709,8,feat: replace L7 with D3 hex-tile map visualization,"## Summary - Replace broken @antv/l7 and @antv/l7-react dependencies with D3.js + topojson-client - Implement hex-tile (蜂巢瓦片) style world map using offscreen canvas land bitmap for O(1) per-hex land detection - Data points rendered as semi-transparent pulsing purple circles sized by value (sqrt scale) - Light theme with clean, minimalist design - Add Skeleton.Node loading state for map container ## Key Changes - **Map component rewrite**: Land areas rendered as pointy-top hexagonal grid, ocean as white background - **Performance**: Offscreen canvas bitmap replaces per-hex `d3.geoContains` (250k → O(1) lookups) - **Animation**: Data circles pulse with D3 transitions, with proper cleanup on unmount - **Loading state**: `Skeleton.Node` replaces `Spin` for seamless placeholder - **Cleanup**: Remove dead `queryMapGeo` from service.ts ## Test plan - [ ] Visit /dashboard/monitor page - [ ] Verify hex-tile map loads correctly with data points - [ ] Check circle sizes reflect data values - [ ] Verify pulsing animation on data circles - [ ] Check Skeleton.Node loading state appears before data loads - [ ] Verify tooltip on hover shows location name and confirmed cases 🤖 Generated with [Claude Code](https://claude.com/claude-code) <!-- This is an auto-generated comment: release notes by coderabbit.ai --> ## Summary by CodeRabbit ## 发行说明 * **新功能** * 地图可视化重构为基于 SVG 的交互式世界地图，支持悬停提示、脉冲高亮和高值点突出显示。 * 地图在容器尺寸变化时自动重绘，支持重试加载流程。 * **样式/布局** * 地图容器改为弹性布局并优化响应式表现。 * 加载指示改为骨架屏，改善首次渲染体验。 * **Chores** * 替换地图相关依赖为 D3/TopoJSON 生态并更新相关类型声明。 <!-- end of auto-generated comment: release notes by coderabbit.ai -->",1629,6,5620,4,1,1402,0,0.0,6,0.48,0.43
typescript,ant-design-pro,11693,3,fix: request pipeline and React Query optimization,"## Summary - **Fix double error messages**: remove `message.error('请求失败！')` from responseInterceptors — the errorThrower + errorHandler pipeline already handles failures correctly, so the interceptor was showing a generic error alongside the specific one - **Implement REDIRECT error case**: the `ErrorShowType.REDIRECT` case was a TODO; now redirects to `/user/login` - **Improve type safety**: change `data: any` to `data: unknown` in `ResponseStructure` - **Add React Query global defaults**: `staleTime: 30s` and `refetchOnWindowFocus: false` — eliminates unnecessary refetches on navigation and window focus - **Centralize dayjs plugin**: move `dayjs.extend(relativeTime)` from 3 page files to `app.tsx`, and add `relativeTime` to moment2dayjs plugins config ## Test plan - [x] `biome check .` passes - [x] lint-staged hook passes on commit - [ ] Verify error handling shows single error message (not double) - [ ] Verify page navigation doesn't refetch data within 30s staleTime 🤖 Generated with [Claude Code](https://claude.com/claude-code) <!-- This is an auto-generated comment: release notes by coderabbit.ai --> ## Summary by CodeRabbit ## 版本发布说明 * **新功能** * 全局启用日期的相对时间显示支持，统一页面中的 “几分钟前/几天前” 显示行为。 * **Bug 修复** * 完善了登录重定向处理，确保在需要时跳转到登录页。 * 增强了响应数据类型安全，减少类型不确定带来的运行问题。 * **重构** * 统一并集中管理日期相对时间插件，移除各处重复初始化。 <!-- end of auto-generated comment: release notes by coderabbit.ai -->",1403,4,5613,5,1,32,0,0.0,1,0.43,0.01
typescript,Trilium,9740,1,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5154,1,0,143,0,0.0,0,0.02,1.25
typescript,Trilium,9513,5,Standalone mobile test,,0,0,3525,3,1,1779,7,0.0,0,12.38,3.77
typescript,Trilium,9730,1,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5154,1,0,246,0,0.0,0,2.34,3.1
typescript,Trilium,9732,5,Markdown improvements,,0,0,3549,1,0,322,0,0.0,0,1.23,0.01
typescript,Trilium,9723,3,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5153,1,0,58,0,0.0,0,1.11,0
typescript,Trilium,9703,2,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5151,1,0,833,0,0.0,0,4.05,0.35
typescript,Trilium,9720,5,UI: various improvements #2,,0,0,4367,1,0,120,0,0.0,0,1.88,0.19
typescript,Trilium,9718,1,docs(readme): fix broken Repology badge for Linux distributions (#9608),"Closes #9608. ## What The Linux-distribution badge in the README currently renders as **""No known packages""** because it points to a non-existent Repology project (`triliumnext`): ``` https://repology.org/badge/vertical-allrepos/triliumnext.svg ``` Repology tracks this project under the unified `trilium` identifier, which already includes the `trilium-next` package entries across AUR, Chocolatey, Homebrew, NixOS, and the other distros. There is no separate `triliumnext` project. ## Fix Single character swap in `README.md`: - `https://repology.org/badge/vertical-allrepos/triliumnext.svg` → `…/trilium.svg` - `https://repology.org/project/triliumnext/versions` → `…/trilium/versions` ## Verification - `https://repology.org/badge/vertical-allrepos/trilium.svg` returns a populated SVG listing AUR / Chocolatey / Homebrew / NixOS / nixpkgs / pkgsrc / etc. with the current TriliumNext versions. - `https://repology.org/project/trilium/versions` resolves to the project page with the full per-repo version matrix.",1025,0,557,1,0,2,0,0.0,0,0.5,0
typescript,Trilium,9662,5,UI: various improvements,,0,0,4360,1,0,263,0,0.0,0,4.5,0.02
typescript,Trilium,9702,2,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5151,1,0,17,0,0.0,0,0.8,0
typescript,Trilium,9632,1,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5141,1,0,193,0,0.0,0,3.97,0.02
typescript,Trilium,9631,2,Add a keyboard shortcut (Ctrl+H/Cmd+Shift+H) to show/hide archived notes in the tree,,0,0,4355,1,0,23,0,0.0,0,23.0,1.01
typescript,Trilium,9618,1,Update .gitignore,"Skipping `.pnpm-store` is useful, if using a work environment container for trilium builds. pnpm places `.pnpm-store` in the mount root, which becomes Trilium project root dir, when this directory has been shared from host to container.",237,0,83,1,0,3,0,0.0,0,1.0,0
typescript,Trilium,9613,1,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5139,1,0,87,0,0.0,0,1.67,0.06
typescript,Trilium,9595,1,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5136,1,0,38,0,0.0,0,2.9,38.0
typescript,Trilium,9583,1,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5135,1,0,78,0,0.0,0,0.97,0
typescript,Trilium,9582,8,Release bugfixes,,0,0,3530,1,1,2923,77,0.0169,15,3.85,0.44
typescript,Trilium,9574,1,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5135,1,0,360,0,0.0,0,2.65,0.39
typescript,Trilium,9546,1,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5132,1,0,367,0,0.0,0,6.51,0.21
typescript,Trilium,9533,2,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5131,1,0,522,0,0.0,0,7.17,522.0
typescript,Trilium,9509,3,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5129,1,1,869,0,0.0,0,12.59,2.44
typescript,Trilium,9493,1,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5129,1,0,1159,0,0.0,0,3.46,3.66
typescript,Trilium,9491,5,e2e: make tests reusable for standalone,,0,0,3524,1,0,495,25,0.0436,0,3.68,1.04
typescript,Trilium,9151,8,A new about dialog,,0,0,4315,2,1,1097,22,0.0,0,13.26,0.03
typescript,Trilium,9489,1,Print collection - add missing link/titles for reference-link links,"Reference links were not displayed in printed version. Neither links for collection notes, nor note titles for notes outside of the collection. Note: <img width=""405"" height=""329"" alt=""image"" src=""https://github.com/user-attachments/assets/db6d6acf-7d8c-42b4-8aa9-17a131cd75cf"" /> Printed version: <img width=""498"" height=""371"" alt=""image"" src=""https://github.com/user-attachments/assets/0dec3e18-b166-4518-8cc1-bf76f946e02c"" /> This PR fixes that",460,0,5552,1,0,6,0,0.0,0,0.75,0.01
typescript,Trilium,9482,3,chore(deps): update dependency officeparser to v6.1.0,"This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [officeparser](https://officeparser.harshankur.com) ([source](https://redirect.github.com/harshankur/officeParser)) | [`6.0.7` → `6.1.0`](https://renovatebot.com/diffs/npm/officeparser/6.0.7/6.1.0) | ![age](https://developer.mend.io/api/mc/badges/age/npm/officeparser/6.1.0?slim=true) | ![confidence](https://developer.mend.io/api/mc/badges/confidence/npm/officeparser/6.0.7/6.1.0?slim=true) | --- ### Release Notes <details> <summary>harshankur/officeParser (officeparser)</summary> ### [`v6.1.0`](https://redirect.github.com/harshankur/officeParser/blob/HEAD/CHANGELOG.md#610---2026-04-14) [Compare Source](https://redirect.github.com/harshankur/officeParser/compare/v6.0.7...v6.1.0) ##### Added - **OCR Scheduler**: Intelligent worker pool that optimizes Tesseract lifecycle across parallel requests. - **Custom Properties**: Support for extracting document metadata across OOXML, ODF, and PDF formats. - **Sponsorship**: Integrated `funding.json` manifest and GitHub Sponsors support. - **Governance**: Added `.editorconfig`, `.gitattributes`, and `SUPPORT.md`. ##### Changed - **Core Engine**: Replaced legacy zip extraction with `fflate` for significant performance gains and robust browser/edge compatibility. - **Module System**: Full native ESM support with `Node16` resolution and verified browser bundles (Vite/Angular compatible). - **Format Refinements**: Hierarchical PDF coordinate alignment and ODT/RTF list parsing stability. </details> --- ### Configuration 📅 **Schedule**: (UTC) - Branch creation - ""before 3am"" - Automerge - At any time (no schedule defined) 🚦 **Automerge**: Disabled by config. Please merge this manually once you are satisfied. ♻ **Rebasing**: Whenever PR becomes conflicted, or you tick the rebase/retry checkbox. 🔕 **Ignore**: Close this PR and you won't be r",2476,1,3241,3,1,79,1,0.0,1,1.5,0.04
typescript,Trilium,9487,3,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5128,1,0,345,0,0.0,0,2.53,4.53
typescript,Trilium,9488,1,Add Claude Code GitHub Workflow,"## 🤖 Installing Claude Code GitHub App This PR adds a GitHub Actions workflow that enables Claude Code integration in our repository. ### What is Claude Code? [Claude Code](https://claude.com/claude-code) is an AI coding agent that can help with: - Bug fixes and improvements - Documentation updates - Implementing new features - Code reviews and suggestions - Writing tests - And more! ### How it works Once this PR is merged, we'll be able to interact with Claude by mentioning @claude in a pull request or issue comment. Once the workflow is triggered, Claude will analyze the comment and surrounding context, and execute on the request in a GitHub action. ### Important Notes - **This workflow won't take effect until this PR is merged** - **@claude mentions won't work until after the merge is complete** - The workflow runs automatically whenever Claude is mentioned in PR or issue comments - Claude gets access to the entire PR or issue context including files, diffs, and previous comments ### Security - Our Anthropic API key is securely stored as a GitHub Actions secret - Only users with write access to the repository can trigger the workflow - All Claude runs are stored in the GitHub Actions run history - Claude's default tools are limited to reading/writing files and interacting with our repo by creating comments, branches, and commits. - We can add more allowed tools by adding them to the workflow file like: ``` allowed_tools: Bash(npm install),Bash(npm run build),Bash(npm run lint),Bash(npm run test) ``` There's more information in the [Claude Code action repo](https://github.com/anthropics/claude-code-action). After merging this PR, let's try mentioning @claude in a comment on any PR to get started!",1781,0,3523,1,1,94,0,0.0,2,94.0,94.0
typescript,Trilium,9486,3,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5128,1,0,91,0,0.0,0,2.07,91.0
typescript,Trilium,9476,8,Bundle of assigned issues,Closes #9336,12,0,3522,2,0,1878,27,0.1966,0,2.28,2.4
typescript,Trilium,9475,8,Basic Markdown support,Closes #5690,12,0,3522,1,1,3136,58,0.0,1,3.0,3.26
typescript,Trilium,9474,2,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5127,1,0,125,0,0.0,0,3.06,125.0
typescript,Trilium,9456,1,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5126,1,0,30,0,0.0,0,30.0,0
typescript,Trilium,9453,2,fex: UI overlap in attribute editing,Fixed the UI overlap issue for “Add a New Attribute” by managing the menu open/close state with isMenuOpen . #9407,114,0,1291,2,0,19,0,0.0,0,5.67,0.06
typescript,Trilium,9455,1,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5126,1,0,45,0,0.0,0,2.07,0.34
typescript,Trilium,9454,3,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5126,1,0,99,0,0.0,0,1.08,0
typescript,Trilium,9447,1,fix revisions dialog shows translation keys instead of values,"<img width=""738"" height=""97"" alt=""image"" src=""https://github.com/user-attachments/assets/27736fc8-6a5e-4809-a8ec-ac3953f58a73"" />",133,0,5550,1,0,4,0,0.0,0,0.67,0
typescript,Trilium,9452,1,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5126,1,0,298,0,0.0,0,2.29,12.17
typescript,Trilium,9448,5,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5125,1,0,370,0,0.0,0,1.54,159.71
typescript,Trilium,9432,5,Translations update from Hosted Weblate,Translations update from [Hosted Weblate](https://hosted.weblate.org) for [Trilium Notes/Client](https://hosted.weblate.org/projects/trilium/client/). It also includes following components: * [Trilium Notes/README](https://hosted.weblate.org/projects/trilium/readme/) * [Trilium Notes/Website](https://hosted.weblate.org/projects/trilium/website/) * [Trilium Notes/Server](https://hosted.weblate.org/projects/trilium/server/) Current translation status: ![Weblate translation status](https://hosted.weblate.org/widget/trilium/client/horizontal-auto.svg),562,0,5124,1,0,1504,0,0.0,0,6.56,1.56
typescript,dokploy,4382,2,fix: lowercase username in registery creation and build/update,"## What is this PR about? Please describe in a short paragraph what this PR is about. I recently ran an into an issue with uploading to GHCR with a capital letter in my username e.g. `Baker`. The test was success with the capital but in production it failed to upload, and caused the deployment to fail which is not ideal. ``` Error parsing reference: ""ghcr.io/Baker/dnsbuddy-frontend-pamcuy:v6"" is not a valid repository/tag: invalid reference format: repository name (Baker/dnsbuddy-frontend-pamcuy) must be lowercase ❌ Error tagging image Error occurred ❌, check the logs for details. ``` ## Checklist Before submitting this PR, please make sure that: - [x] You created a dedicated branch based on the `canary` branch. - [x] You have read the suggestions in the CONTRIBUTING.md file https://github.com/Dokploy/dokploy/blob/canary/CONTRIBUTING.md#pull-request - [x] You have tested this PR in your local instance. If you have not tested it yet, please do so before submitting. This helps avoid wasting maintainers' time reviewing code that has not been verified by you. ## Issues related (if applicable) N/A I decided to fix it instead of creating a bug. ## Screenshots (if applicable)",1226,3,4205,1,0,17,1,0.0,0,2.0,0
typescript,dokploy,4391,2,fix: responsive layout,"## What is this PR about? This PR fixes layout responsiveness. ## Checklist Before submitting this PR, please make sure that: - [x] You created a dedicated branch based on the `canary` branch. - [x] You have read the suggestions in the CONTRIBUTING.md file https://github.com/Dokploy/dokploy/blob/canary/CONTRIBUTING.md#pull-request - [x] You have tested this PR in your local instance. If you have not tested it yet, please do so before submitting. This helps avoid wasting maintainers' time reviewing code that has not been verified by you. ## Issues related (if applicable) N/A ## Screenshots (if applicable) Before: <img width=""491"" height=""617"" alt=""Screenshot 2026-05-12 135003"" src=""https://github.com/user-attachments/assets/c03b6e94-3189-46f6-b506-4cea2a6bed9e"" /> <img width=""934"" height=""412"" alt=""Screenshot 2026-05-12 135649"" src=""https://github.com/user-attachments/assets/24109941-2cea-4e52-815a-64bb7a34c097"" /> After: <img width=""498"" height=""610"" alt=""Screenshot 2026-05-12 135958"" src=""https://github.com/user-attachments/assets/acfea9c6-edd7-4e6a-9573-07269d392ad6"" /> <img width=""975"" height=""460"" alt=""Screenshot 2026-05-12 135915"" src=""https://github.com/user-attachments/assets/0a4a1206-5d25-4942-96dc-485c7c053502"" />",1277,3,1985,1,0,27,0,0.0,0,1.33,21.89
typescript,dokploy,4390,3,fix: copy Dokploy server IP when clicking server badge,"## Summary - Clicking the server badge on application/compose pages now copies the Dokploy server's own IP when the service runs locally (no remote server) - Previously, the badge did nothing because `data.server` is `null` for services on the Dokploy host - Uses the existing `api.settings.getIp` endpoint as fallback — no new API needed ## Test plan - [ ] Open an application or compose service that runs on the local Dokploy server (not a remote server) - [ ] Click the ""Dokploy Server"" badge — should copy the server IP and show ""IP Address Copied!"" toast - [ ] Verify remote server badges still copy the remote server's IP as before 🤖 Generated with [Claude Code](https://claude.com/claude-code)",702,3,3598,1,1,78,0,0.0,1,14.8,0.08
typescript,dokploy,4397,2,feat(settings): add copy button to server IP in web server settings,## Summary - Adds a small copy icon next to the Server IP in the Web Server settings page - Only renders when an IP is available - Copies to clipboard and shows a success toast on click,185,0,2664,1,0,15,0,0.0,0,4.33,0
typescript,dokploy,4395,8,feat(compose): add import from base64 in create service dropdown,"## Summary - Adds an **Import** option at the bottom of the Create Service dropdown - User pastes a base64-encoded compose export, clicks **Load** to preview the template (compose YAML, domains, env vars, mounts) — nothing is created in the DB at this point - On **Import** confirmation, the compose is created and the template applied in one shot - On **Cancel**, close, or backdrop click, no compose is left behind - Adds `previewTemplate` tRPC procedure that processes the base64 without touching the DB, with server access validation via the user session",559,0,2663,1,1,569,6,0.0,0,569.0,569.0
